id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_remod/add,roof_style,mas_vnr_type,mas_vnr_area,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,heating,heating_qc,central_air,electrical,low_qual_fin_sf,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_area,garage_qual,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,mo_sold,yr_sold,sale_type,saleprice,house_age,house_area,location,total_bath
975,20,RL,62.0,9858,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,6,1968,Gable,None,0.0,3,CBlock,3,3,1,4,1,GasA,3,Y,5,0,3,1,3,5,8,0,Attchd,1968,2,288.0,3,3,33,0,0,0,0,11,2009,WD ,11.77528972943772,3977,1738.0,3,2.0
202,70,RM,50.0,10300,Pave,3,Bnk,4,Inside,3,RRAn,Feedr,1Fam,2Story,7,6,1950,Gable,None,0.0,3,BrkTil,3,3,1,1,1,GasA,4,Y,5,0,3,1,3,9,8,0,Detchd,1990,1,480.0,3,3,12,11,64,0,0,4,2010,WD ,11.84939770159144,3931,2286.0,1,2.0
528,20,FV,65.0,8125,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,8,5,2009,Hip,BrkFace,288.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,4,8,8,4,Attchd,2009,3,517.0,3,3,0,175,0,0,0,10,2009,New,12.48559653028049,4017,3672.0,4,2.0
2579,20,RL,69.0,14850,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,5,1957,Gable,None,0.0,3,CBlock,3,3,1,3,1,GasA,3,Y,4,0,2,1,3,6,8,3,Attchd,1957,3,299.0,3,3,268,0,0,0,122,5,2006,WD ,11.856515169360305,3963,2184.0,3,2.0
1841,120,FV,35.0,4274,Pave,3,Lvl,4,Inside,3,Norm,Norm,TwnhsE,1Story,7,5,2007,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,1,1,4,4,8,0,Attchd,2007,3,569.0,3,3,0,116,0,0,0,11,2007,New,12.205572520488492,4013,2482.0,4,2.5
591,20,RL,80.0,9650,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,5,1977,Gable,BrkFace,360.0,3,CBlock,4,3,1,5,1,GasA,3,Y,5,0,2,1,3,6,8,3,Attchd,1977,2,630.0,3,3,0,16,0,0,0,4,2009,WD ,12.031123843065632,3986,2684.0,3,2.5
1897,20,RL,72.0,14585,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,1Fam,1Story,6,6,1987,Gable,BrkFace,85.0,3,CBlock,3,3,1,4,3,GasA,5,Y,5,0,3,1,4,7,8,4,Attchd,1960,1,572.0,3,3,216,110,0,0,0,6,2007,WD ,12.111212364506214,3967,2573.0,3,1.5
70,20,FV,75.0,9000,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2008,Gable,Stone,36.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,3,1,4,7,8,0,Attchd,2008,2,750.0,3,3,144,168,0,0,0,4,2010,WD ,12.478006361013815,4018,3132.0,4,3.0
590,60,RL,80.0,13774,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,7,1992,Hip,BrkFace,283.0,4,PConc,4,3,1,6,1,GasA,5,Y,5,0,4,1,4,8,8,3,Attchd,1977,2,520.0,3,3,321,72,0,0,156,11,2009,WD ,12.345834587905333,3986,3196.0,3,2.0
1172,120,FV,50.0,5119,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,TwnhsE,1Story,9,5,2000,Gable,BrkFace,60.0,3,PConc,5,3,4,6,1,GasA,5,Y,5,0,2,1,4,5,8,3,Attchd,1999,3,506.0,3,3,97,65,0,0,0,1,2008,CWD,12.703509032177148,4007,3407.0,4,3.0
1714,20,RL,71.0,9254,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2005,Gable,BrkFace,210.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,7,8,0,Attchd,2005,2,554.0,3,3,168,27,0,0,0,1,2007,WD ,12.35749675449625,4012,3442.0,5,3.0
829,20,RL,95.0,10324,Pave,3,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,8,5,2008,Gable,BrkFace,140.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,2,1,4,5,8,0,Attchd,2008,2,810.0,3,3,168,92,0,0,0,3,2009,WD ,12.309531353898404,4017,2508.0,4,3.0
1397,50,RL,63.0,8375,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1.5Fin,5,7,1973,Gable,None,0.0,3,BrkTil,3,3,1,5,1,GasA,4,Y,5,0,2,1,4,6,7,0,2Types,1973,1,627.0,3,1,0,0,0,0,0,6,2008,WD ,11.934263922234683,3949,1926.0,2,2.5
877,20,RL,75.0,9750,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,7,5,2001,Gable,BrkFace,171.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,4,6,8,3,Attchd,2000,1,451.0,3,3,74,234,0,0,0,10,2009,WD ,12.269047444691562,4009,3260.0,4,2.0
2477,60,RL,74.0,7632,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,5,2005,Gable,BrkFace,96.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,3,1,4,7,8,0,Attchd,2005,2,449.0,3,3,100,77,0,0,0,3,2006,WD ,12.127570417375216,4011,2369.0,2,2.5
2871,190,RL,90.0,15750,Pave,4,Lvl,4,Corner,3,Norm,Norm,2fmCon,1Story,5,5,1953,Hip,BrkFace,56.0,3,CBlock,3,3,3,4,1,GasA,3,Y,5,0,2,1,3,5,8,4,Attchd,1953,1,375.0,3,3,0,0,0,0,0,6,2006,WD ,11.964001084330445,3959,2501.0,4,2.0
2489,20,RL,70.0,9240,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,6,2002,Hip,None,0.0,3,CBlock,3,3,1,4,1,GasA,4,Y,5,0,2,1,3,6,7,3,Detchd,1972,1,576.0,3,3,161,0,0,0,0,3,2006,WD ,11.877568578558138,3968,2075.0,2,1.0
1655,20,RL,80.0,10400,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,5,1999,Gable,BrkFace,253.0,3,CBlock,4,3,1,6,1,GasA,5,Y,5,0,2,1,3,5,8,3,Attchd,1979,2,478.0,3,3,240,141,0,0,0,8,2007,WD ,12.167071908180441,3986,2612.0,3,3.0
1891,20,RL,80.0,8800,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,7,6,1966,Hip,BrkFace,202.0,3,CBlock,3,3,1,4,1,GasA,5,Y,5,0,3,1,3,6,8,3,Attchd,1966,2,440.0,3,3,0,0,0,0,0,10,2007,CWD,12.004568269319446,3973,2374.0,3,2.5
1419,60,RL,86.0,11839,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,5,1990,Hip,BrkFace,99.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,4,1,4,10,8,5,Attchd,1990,1,514.0,3,3,192,121,0,0,0,5,2008,WD ,12.477167914377556,3998,3804.0,2,3.5
1473,20,RL,70.0,9135,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,7,5,2003,Gable,BrkFace,113.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,3,1,4,7,8,0,Attchd,2002,2,532.0,3,3,192,74,0,0,0,12,2008,WD ,12.273731294003989,4010,3072.0,4,3.0
2868,20,RL,90.0,14115,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,7,2004,Gable,None,0.0,3,PConc,3,3,1,5,6,GasA,5,Y,5,0,2,1,5,6,8,4,Attchd,1956,3,470.0,3,3,0,0,280,0,0,7,2006,WD ,12.345834587905333,3962,2884.0,4,1.0
1695,60,RL,109.0,14154,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,2Story,7,5,2006,Gable,BrkFace,350.0,3,PConc,5,4,1,1,1,GasA,5,Y,5,0,3,1,4,9,8,4,Attchd,2006,2,947.0,3,3,192,62,0,0,0,8,2007,New,12.542544882151386,4013,3235.0,5,2.5
2244,20,C (all),65.0,6565,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,4,6,1980,Gable,None,0.0,3,CBlock,3,3,1,6,1,GasA,4,Y,4,0,3,1,3,6,8,0,Detchd,1985,1,720.0,3,3,0,444,0,0,0,8,2007,WD ,11.84939770159144,3964,2146.0,1,2.0
169,60,RL,70.0,7700,Pave,4,Lvl,4,Inside,3,PosN,Norm,1Fam,2Story,6,5,1966,Gable,BrkFace,351.0,3,CBlock,3,3,1,1,1,GasA,3,Y,5,0,4,1,3,7,8,3,Attchd,1966,1,442.0,3,3,0,124,216,0,0,6,2010,WD ,11.951180395901384,3976,2595.0,3,1.5
2670,50,C (all),63.0,4761,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1.5Unf,3,3,1950,Gable,None,0.0,2,BrkTil,3,2,1,1,1,GasA,2,N,2,0,2,1,2,5,8,0,None,1918,0,0.0,0,1,0,0,105,0,0,10,2006,ConLD,11.074420502783864,3924,2040.0,1,1.0
247,60,RL,87.0,12361,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,1Fam,2Story,6,7,1993,Gable,BrkFace,85.0,4,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,8,8,4,2Types,2000,2,1017.0,3,3,450,92,0,0,0,5,2010,WD ,12.292250341771226,4003,2748.0,2,3.0
2137,80,RL,72.0,9720,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,SLvl,5,7,1977,Gable,BrkFace,51.0,3,CBlock,3,5,4,5,1,GasA,3,Y,5,0,3,1,3,6,8,2,Detchd,1977,1,576.0,3,3,0,0,0,0,0,6,2007,WD ,11.982929094215963,3984,2004.0,4,2.0
1794,20,FV,72.0,8640,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2007,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,6,8,0,Attchd,2007,2,598.0,3,3,0,141,0,0,0,11,2007,New,12.249610947544657,4014,2676.0,4,2.0
1498,20,RL,123.0,47007,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,7,1996,Gable,None,0.0,3,Slab,0,0,0,0,0,GasA,3,Y,5,0,5,1,5,11,8,4,Attchd,1959,1,624.0,3,3,0,372,0,0,0,7,2008,WD ,12.559191273266128,3967,3820.0,1,3.5
1164,160,FV,30.0,3180,Pave,4,Lvl,4,Inside,3,Norm,Norm,TwnhsE,2Story,7,5,2007,Gable,None,0.0,3,PConc,4,3,1,1,1,GasA,5,Y,5,0,2,1,4,5,8,0,Detchd,2007,1,540.0,3,3,0,102,0,0,0,3,2008,WD ,11.891361900690473,4015,2081.0,4,2.0
1179,120,RL,38.0,14963,Pave,2,Lvl,4,Inside,3,Norm,Norm,TwnhsE,1Story,8,5,1996,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,1,1,5,4,8,4,Attchd,1996,3,500.0,3,3,120,30,0,0,224,12,2008,WD ,12.411052226216713,4004,2548.0,5,2.5
1340,45,RM,50.0,5000,Pave,4,Bnk,4,Inside,2,Norm,Norm,1Fam,1.5Unf,6,7,1950,Gable,None,0.0,3,BrkTil,3,3,1,1,1,GasA,5,Y,5,0,3,1,3,6,8,0,Detchd,1926,1,160.0,2,3,0,0,101,0,0,4,2008,WD ,11.635143097694478,3934,2005.0,2,1.0
436,20,RL,129.0,16870,Pave,3,Lvl,4,FR3,3,Norm,Norm,1Fam,1Story,8,5,2005,Hip,BrkFace,238.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,3,1,4,7,8,4,Attchd,2004,3,932.0,3,3,99,82,0,0,0,4,2009,WD ,12.598114733306197,4013,3564.0,5,3.0
1636,20,RL,86.0,14157,Pave,3,HLS,4,Corner,3,Norm,Norm,1Fam,1Story,9,5,2006,Hip,Stone,200.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,3,1,4,8,8,4,Attchd,2005,3,676.0,3,3,178,51,0,0,0,7,2007,WD ,12.841129801965447,4012,3844.0,5,3.0
421,20,RL,96.0,12456,Pave,4,Lvl,4,FR2,3,Norm,Norm,1Fam,1Story,10,5,2007,Hip,Stone,230.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,3,1,5,7,8,4,Attchd,2008,3,786.0,3,3,216,48,0,0,0,7,2009,WD ,12.729320789294722,4015,3418.0,5,3.0
457,20,RL,100.0,14836,Pave,3,HLS,4,Inside,2,Norm,Norm,1Fam,1Story,10,5,2005,Hip,Stone,730.0,3,PConc,5,3,5,6,1,GasA,5,Y,5,0,2,1,5,8,8,5,Attchd,2004,3,949.0,3,3,226,235,0,0,0,2,2009,WD ,13.221303325259232,4013,4984.0,5,3.5
2834,50,RL,56.0,6956,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,4,7,1950,Gable,None,0.0,4,CBlock,2,3,3,1,1,GasA,5,Y,5,0,3,1,3,5,8,0,Attchd,1948,1,265.0,3,3,0,0,0,0,0,4,2006,WD ,11.491701828518602,3954,1560.0,1,1.0
517,20,FV,75.0,7862,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,6,5,2009,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,2,1,4,4,8,0,Attchd,2009,3,676.0,3,3,0,102,0,0,0,9,2009,New,12.246734627249063,4018,2436.0,4,2.0
1566,60,RL,74.0,11050,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,5,1997,Gable,None,0.0,3,PConc,4,3,3,1,1,GasA,5,Y,5,0,3,1,4,8,8,3,Attchd,1996,1,816.0,3,3,318,32,0,0,0,9,2008,WD ,12.269047444691562,4004,2730.0,3,2.5
1439,60,RL,57.0,8924,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,1Fam,2Story,7,5,1999,Gable,None,0.0,3,PConc,4,3,4,1,1,GasA,5,Y,5,0,3,1,4,8,8,0,Attchd,1998,3,527.0,3,3,120,155,0,0,0,7,2008,WD ,12.144197241812087,4006,2604.0,4,2.5
2577,20,RL,72.0,9610,Pave,3,Lvl,4,Corner,3,Feedr,Norm,1Fam,1Story,6,6,1958,Hip,BrkFace,632.0,3,CBlock,3,3,1,3,1,GasA,5,Y,4,0,3,1,3,7,8,3,Attchd,1958,2,488.0,3,3,80,0,0,0,0,12,2006,WD ,11.99535161421452,3964,2457.0,3,1.5
2241,50,RM,75.0,13710,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,5,5,1950,Gable,None,0.0,3,CBlock,3,3,1,4,1,GasA,3,Y,4,0,4,1,3,6,8,0,Attchd,1950,1,282.0,3,3,289,0,0,0,0,6,2007,WD ,11.931635799828413,3957,2468.0,1,1.5
71,60,FV,100.0,12552,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,2Story,7,5,2005,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,8,8,4,Attchd,2004,2,678.0,3,3,0,136,0,0,0,5,2010,WD ,12.448626590364206,4014,2938.0,4,2.5
1143,60,RL,43.0,14565,Pave,2,Lvl,4,CulDSac,3,Norm,Norm,1Fam,2Story,7,5,1995,Gable,BrkFace,145.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,3,1,4,6,8,0,Attchd,1994,2,483.0,3,3,144,74,0,0,0,11,2008,WD ,12.14950229404178,4002,2489.0,2,2.5
1021,20,RL,56.0,18559,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,1Fam,1Story,7,5,1978,Hip,BrkFace,383.0,4,CBlock,4,3,1,6,3,GasA,3,Y,5,0,3,1,4,7,8,2,Attchd,1978,3,550.0,3,3,200,0,0,0,0,8,2008,WD ,12.367340793126296,3986,4112.0,3,3.0
1416,190,RL,68.0,10880,Pave,4,Lvl,4,Inside,3,Norm,Norm,2fmCon,1Story,5,5,1950,Gable,None,0.0,3,CBlock,3,3,1,5,1,GasW,3,N,5,0,3,1,3,5,8,0,Detchd,1950,1,240.0,3,3,0,48,0,0,0,8,2008,ConLD,11.736069016284437,3958,2328.0,1,2.0
35,120,RL,24.0,2280,Pave,4,Lvl,4,FR2,3,Norm,Norm,Twnhs,1Story,7,6,1975,Gable,None,0.0,3,CBlock,4,3,1,1,1,GasA,5,Y,5,0,2,1,3,4,8,0,Attchd,1975,1,308.0,3,3,0,30,0,0,0,6,2010,WD ,11.695247021764184,3985,1672.0,3,1.0
2904,20,A (agr),125.0,31250,Pave,4,Lvl,4,Inside,3,Artery,Norm,1Fam,1Story,1,3,1951,Gable,None,0.0,2,CBlock,0,0,0,0,0,GasA,3,Y,4,0,3,1,3,6,5,0,Attchd,1951,1,270.0,2,1,0,0,135,0,0,5,2006,WD ,11.308358299228955,3957,1600.0,3,1.5
2174,90,RL,81.0,11841,Grvl,4,Lvl,4,Inside,3,Norm,Norm,Duplex,SFoyer,6,5,1990,Gable,BrkFace,104.0,4,CBlock,4,3,4,6,1,GasA,3,Y,5,0,3,1,3,5,8,0,None,1990,0,0.0,0,3,0,32,0,0,0,5,2007,WD ,11.682668239557323,3997,1632.0,1,2.0
522,20,FV,85.0,9187,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,9,5,2009,Gable,Stone,162.0,3,PConc,5,3,3,6,1,GasA,5,Y,5,0,2,1,5,7,8,4,Attchd,2009,3,478.0,3,3,195,130,0,0,0,10,2009,New,12.823628446539173,4018,3532.0,4,3.5
2211,90,RH,82.0,6270,Pave,4,HLS,4,Inside,3,Norm,Norm,Duplex,2Story,5,6,1950,Gable,None,0.0,3,CBlock,3,3,1,4,1,GasA,3,N,4,0,4,2,3,8,8,0,2Types,1949,1,871.0,3,3,0,0,0,0,0,8,2007,WD ,11.884489021402711,3956,3003.0,4,2.0
1539,50,RL,64.0,15660,Pave,3,Lvl,4,Corner,3,Norm,Norm,1Fam,1.5Fin,7,9,2006,Gable,BrkFace,312.0,4,CBlock,3,3,1,4,1,GasA,5,Y,5,0,3,1,4,8,8,3,Attchd,1939,1,431.0,3,3,0,119,150,0,0,5,2008,WD ,12.649154617209645,3947,2752.0,4,2.0
2420,120,RL,43.0,3087,Pave,4,Lvl,4,Inside,3,Norm,Norm,TwnhsE,1Story,7,5,2006,Gable,BrkFace,14.0,3,PConc,4,3,4,6,1,GasA,5,Y,5,0,2,1,4,6,8,4,Attchd,2006,3,437.0,3,3,100,16,0,0,0,11,2006,New,12.256052577835195,4012,2584.0,4,3.0
2779,60,RL,95.0,13450,Pave,3,Lvl,4,Corner,3,Norm,Norm,1Fam,2Story,7,5,2002,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,8,8,0,BuiltIn,2002,2,492.0,3,3,146,91,0,0,0,6,2006,WD ,12.206072645530174,4008,2777.0,4,3.5
953,90,RL,75.0,10125,Pave,4,Lvl,4,Inside,3,Norm,Norm,Duplex,1.5Fin,5,5,1977,Gable,None,0.0,3,CBlock,0,0,0,0,0,GasA,3,Y,5,0,4,2,4,8,8,0,Attchd,1977,1,539.0,3,3,0,0,0,0,0,8,2009,COD,11.744037185933616,3986,1734.0,3,2.0
658,70,RL,80.0,8146,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,2Story,4,8,2003,Gable,None,0.0,4,BrkTil,2,3,1,1,1,GasA,4,Y,5,0,2,1,3,6,8,0,Detchd,1940,1,281.0,3,1,0,0,168,0,111,5,2009,WD ,11.643953727376633,3909,1444.0,1,1.0
714,70,RM,60.0,9600,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,4,4,1950,Gable,None,0.0,4,BrkTil,2,3,1,1,1,GasA,3,Y,5,0,3,1,4,7,8,0,Detchd,1974,1,720.0,3,1,0,0,160,0,0,6,2009,WD ,11.379394072345706,3919,2187.0,1,2.0
1637,60,RL,98.0,12328,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,8,5,2005,Hip,Stone,146.0,3,PConc,5,3,3,6,1,GasA,5,Y,5,0,4,1,5,10,8,4,BuiltIn,2005,3,729.0,3,3,120,32,0,0,0,7,2007,WD ,12.763586225373727,4012,3690.0,5,4.5
538,20,RL,76.0,10141,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,8,5,2004,Gable,BrkFace,264.0,3,PConc,4,3,5,4,3,GasA,5,Y,5,0,3,1,4,6,8,0,Attchd,2004,2,845.0,3,3,210,36,0,0,0,1,2009,WD ,12.220961258023925,4013,3024.0,2,2.0
546,20,RL,65.0,8529,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,7,5,2001,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,6,8,3,Attchd,2001,2,527.0,3,3,290,39,0,0,0,4,2009,WD ,12.14950229404178,4010,2888.0,2,2.0
533,60,FV,65.0,8127,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,7,5,2003,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,3,1,4,6,8,0,Attchd,2003,2,628.0,3,3,0,45,0,0,0,3,2009,WD ,12.250089530946948,4012,2465.0,4,3.5
718,70,RM,70.0,8400,Pave,4,Lvl,4,Corner,3,Artery,Norm,1Fam,2Story,6,7,1950,Gable,None,0.0,3,BrkTil,2,4,3,1,1,GasA,4,Y,4,0,3,1,5,8,8,0,Detchd,1930,1,357.0,3,3,0,235,0,0,0,6,2009,WD ,11.982929094215963,3909,2924.0,1,2.0
1830,20,RL,44.0,10751,Pave,3,Lvl,4,CulDSac,3,RRAe,Norm,1Fam,1Story,5,5,1974,Gable,BrkFace,44.0,3,CBlock,2,3,5,5,1,GasA,3,Y,5,0,2,1,3,5,8,0,Attchd,1974,2,431.0,3,3,136,47,0,0,0,8,2007,WD ,11.76756768334381,3981,2074.0,2,2.0
2929,20,RL,77.0,10010,Pave,4,Lvl,4,Inside,2,Norm,Norm,1Fam,1Story,5,5,1975,Gable,None,0.0,3,CBlock,4,3,4,5,2,GasA,4,Y,5,0,2,1,3,6,8,3,Attchd,1975,2,418.0,3,3,240,38,0,0,0,4,2006,WD ,12.043553716032399,3980,2778.0,3,2.0
2207,30,RL,40.0,4280,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,6,2002,Gable,None,0.0,3,PConc,3,3,1,2,1,GasA,3,N,5,0,2,1,4,4,8,4,Detchd,1990,1,352.0,4,2,0,0,34,0,0,3,2007,WD ,11.411446296020374,3920,1134.0,4,1.0
1417,50,RL,60.0,9600,Pave,4,Lvl,4,Corner,3,Artery,Norm,1Fam,1.5Fin,6,5,1950,Gable,None,0.0,3,BrkTil,3,3,1,1,1,Grav,2,N,3,0,2,1,3,5,8,0,None,1924,0,0.0,0,1,0,8,128,0,0,4,2008,WD ,11.27720313144916,3932,1668.0,1,1.0
2787,20,RL,70.0,9800,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,5,7,1972,Gable,None,0.0,3,PConc,3,3,1,5,1,GasA,3,Y,5,0,3,1,3,5,8,0,Attchd,1975,1,552.0,3,3,256,0,0,0,0,7,2006,WD ,11.917723684090689,3978,1788.0,4,2.0
1037,20,RL,63.0,7560,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,5,1971,Hip,None,0.0,3,CBlock,4,3,1,3,5,GasA,3,Y,5,0,3,1,3,5,8,0,Detchd,1977,1,576.0,3,3,0,0,0,0,0,5,2008,WD ,11.719939634354555,3979,1728.0,3,2.0
2659,70,RM,60.0,9600,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,4,2,1950,Gable,None,0.0,3,BrkTil,3,2,1,1,1,GasW,2,N,5,0,4,2,3,8,6,0,2Types,1920,1,779.0,2,1,0,0,90,0,0,5,2006,WD ,11.37366339763672,3906,2869.0,1,3.0
1567,80,RL,76.0,9880,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,SLvl,6,6,1977,Gable,None,0.0,3,CBlock,3,3,4,5,1,GasA,3,Y,5,0,3,1,3,6,8,1,Attchd,1977,3,358.0,3,3,203,0,0,0,0,7,2008,WD ,12.049418835484797,3985,2214.0,3,2.0
1225,50,RL,80.0,9600,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1.5Fin,6,5,1950,Gable,None,0.0,3,CBlock,3,3,1,4,1,GasA,3,Y,4,0,3,1,3,6,8,0,Attchd,1950,1,288.0,3,3,0,0,96,0,0,4,2008,WD ,11.686878772093667,3958,2284.0,3,1.0
685,20,RL,70.0,7931,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,5,1959,Hip,None,0.0,3,CBlock,3,3,1,4,1,GasA,3,Y,5,0,3,1,3,6,8,0,Attchd,1959,1,672.0,3,3,0,0,0,0,0,7,2009,WD ,11.794337924408413,3968,2296.0,3,2.0
1358,70,RM,60.0,5100,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,2Story,8,7,1996,Hip,None,0.0,4,PConc,3,3,1,1,1,GasA,2,Y,5,0,3,1,4,7,8,4,Detchd,1925,1,228.0,3,3,192,63,0,0,0,6,2008,WD ,11.9891596439666,3933,2254.0,1,1.0
1461,60,RL,70.0,9720,Pave,3,Lvl,4,CulDSac,3,Norm,Norm,1Fam,2Story,9,5,2002,Gable,BrkFace,134.0,3,PConc,4,3,3,6,1,GasA,5,Y,5,0,3,1,4,7,8,3,BuiltIn,2001,3,725.0,3,3,168,116,0,0,0,1,2008,WD ,12.520883385370206,4009,3304.0,4,3.5
221,20,RL,70.0,8521,Pave,4,Lvl,4,FR2,3,Feedr,Norm,1Fam,1Story,5,5,1967,Gable,None,0.0,3,CBlock,3,3,1,5,1,GasA,3,Y,5,0,3,1,3,5,8,2,Detchd,1974,1,336.0,3,3,0,0,0,0,0,5,2010,WD ,11.736069016284437,3977,1824.0,2,1.0
2187,90,RL,52.0,8741,Pave,4,Lvl,4,Inside,3,Norm,Norm,Duplex,1Story,5,6,1950,Gable,None,0.0,3,CBlock,3,3,1,1,1,GasA,3,N,5,0,4,2,3,8,8,0,None,1946,0,0.0,0,1,118,0,0,0,0,7,2007,WD ,11.49781182716018,3953,2390.0,1,2.0
2504,20,RL,89.0,12461,Pave,4,Lvl,4,Corner,3,Norm,Norm,1Fam,1Story,8,5,1995,Gable,None,0.0,3,PConc,4,3,1,6,1,GasA,5,Y,5,0,2,1,4,5,8,2,Attchd,1994,2,757.0,3,3,0,114,192,0,0,7,2006,WD ,12.476099782743233,4000,3248.0,5,3.0
855,20,RL,76.0,6950,Pave,3,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,7,1979,Gable,BrkFace,40.0,3,CBlock,3,3,1,5,4,GasA,3,Y,5,0,2,1,3,5,8,0,Attchd,1979,1,444.0,3,3,0,0,0,0,0,10,2009,WD ,11.812289042195847,3988,1828.0,4,2.0
2258,20,RL,115.0,16905,Pave,4,Lvl,4,Inside,3,Norm,Norm,1Fam,1Story,5,6,1959,Gable,None,0.0,4,CBlock,3,3,5,4,1,GasA,4,Y,5,0,2,1,3,5,8,4,Attchd,1959,2,308.0,3,2,0,104,0,0,0,7,2007,WD ,12.043553716032399,3966,2678.0,4,2.0
